episode,task_id,episode_reward,mean_queue,mean_wait,final_score,throughput,throughput_efficiency,step_count,latency_ms,is_hallucinated,is_all_keep,is_valid_action,has_central_action,raw_completion,reward_breakdown.queue_reward,reward_breakdown.wait_reward,reward_breakdown.throughput_reward,reward_breakdown.switch_penalty_reward,reward_breakdown.central_reward,reward_breakdown.stability_bonus,reward_breakdown.coordination_bonus,reward_breakdown.fairness_reward,reward_breakdown.total,action.local_actions.NW,action.local_actions.NE,action.local_actions.SW,action.local_actions.SE,action.central_action.balance_penalty,action.central_action.switch_penalty,action.central_action.queue_urgency_weight,action.central_action.corridor_priority,action.central_action.emergency_boost
219,hard_multi,-0.25426604164227307,,108.468,0.43241999999999997,37.537,0.2338,30,23.26035499572754,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_0"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0094,0.004,0.0223,0.0643,PHASE_2,PHASE_3,PHASE_0,SWITCH,,,0.5,0.3,
220,hard_multi,-0.25426604164227307,,108.468,0.43241999999999997,37.537,0.2338,30,21.69942855834961,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_0"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0094,0.004,0.0223,0.0643,PHASE_2,PHASE_3,PHASE_0,SWITCH,,,0.5,0.3,
221,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,23.629188537597656,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
222,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.569490432739258,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
223,hard_multi,2.9416008828202465,,102.023,0.483105,57.479,0.2982,30,25.50959587097168,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1448,-0.22,0.18,-0.07,0.0575,-0.04,-0.016,0.018,0.0543,PHASE_2,PHASE_3,PHASE_1,SWITCH,,,0.5,0.3,
224,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,26.20530128479004,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
225,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,25.31909942626953,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
226,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.334026336669922,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
227,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.07415008544922,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
228,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,22.204875946044922,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
229,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,22.426605224609375,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,PHASE_0,,,0.5,0.3,
230,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.17070960998535,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
231,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.501230239868164,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
232,hard_multi,2.9416008828202465,,102.023,0.483105,57.479,0.2982,30,31.84199333190918,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1448,-0.22,0.18,-0.07,0.0575,-0.04,-0.016,0.018,0.0543,PHASE_2,PHASE_3,PHASE_1,SWITCH,,,0.5,0.3,
233,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.814605712890625,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
234,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,26.08633041381836,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
235,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.57339859008789,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
236,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.75650405883789,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
237,hard_multi,0.20803789193962938,,114.494,0.459465,38.807,0.2106,30,24.47056770324707,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""PHASE_2"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1482,-0.22,0.18,-0.06,-0.0188,0.0361,0.016,0.0263,0.1079,PHASE_1,PHASE_3,PHASE_2,PHASE_0,,,0.5,0.3,
238,hard_multi,2.138505100987248,,102.044,0.4942750000000001,44.833,0.2679,30,23.740291595458984,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1469,-0.22,0.18,-0.06,-0.0247,-0.0277,0.016,0.018,0.0285,PHASE_1,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
239,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.804903030395508,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
240,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.084806442260742,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
241,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.47817611694336,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
242,hard_multi,2.138505100987248,,102.044,0.4942750000000001,44.833,0.2679,30,24.392127990722656,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1469,-0.22,0.18,-0.06,-0.0247,-0.0277,0.016,0.018,0.0285,PHASE_1,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
243,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.860309600830078,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
244,hard_multi,0.13362411273323632,,109.128,0.46819999999999995,32.136,0.2153,30,23.515701293945312,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""PHASE_2"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1462,-0.22,0.1603,-0.07,-0.0225,0.0052,0.016,0.0228,0.038,PHASE_1,PHASE_3,PHASE_2,SWITCH,,,0.5,0.3,
245,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,21.905183792114258,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,KEEP,,,0.5,0.3,
246,hard_multi,2.9416008828202465,,102.023,0.483105,57.479,0.2982,30,24.54853057861328,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1448,-0.22,0.18,-0.07,0.0575,-0.04,-0.016,0.018,0.0543,PHASE_2,PHASE_3,PHASE_1,SWITCH,,,0.5,0.3,
247,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,22.617340087890625,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,KEEP,,,0.5,0.3,
248,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,27.06623077392578,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,PHASE_0,,,0.5,0.3,
249,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,28.321266174316406,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,KEEP,,,0.5,0.3,
250,hard_multi,2.9416008828202465,,102.023,0.483105,57.479,0.2982,30,22.015094757080078,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1448,-0.22,0.18,-0.07,0.0575,-0.04,-0.016,0.018,0.0543,PHASE_2,PHASE_3,PHASE_1,SWITCH,,,0.5,0.3,
251,hard_multi,-1.5943901896998374,,115.847,0.38609499999999997,38.499,0.1926,30,22.060871124267578,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_0"",""SE"":""PHASE_1""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0343,-0.04,0.0272,0.0501,PHASE_2,PHASE_3,PHASE_0,PHASE_1,,,0.5,0.3,
252,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,23.260831832885742,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,KEEP,,,0.5,0.3,
253,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.62027359008789,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
254,hard_multi,-0.25426604164227307,,108.468,0.43241999999999997,37.537,0.2338,30,22.206783294677734,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_0"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0094,0.004,0.0223,0.0643,PHASE_2,PHASE_3,PHASE_0,SWITCH,,,0.5,0.3,
255,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.1778621673584,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
256,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.064685821533203,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
257,hard_multi,-6.0,,,,,,0,,1.0,0.0,0.0,0.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""SWING""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",,,,,,,,,,,,,,,,,,
258,hard_multi,2.9416008828202465,,102.023,0.483105,57.479,0.2982,30,23.355484008789062,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1448,-0.22,0.18,-0.07,0.0575,-0.04,-0.016,0.018,0.0543,PHASE_2,PHASE_3,PHASE_1,SWITCH,,,0.5,0.3,
259,hard_multi,0.8407662327901112,,108.524,0.47872000000000003,39.961,0.2448,30,24.48415756225586,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""PHASE_0"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0127,0.016,0.0223,0.0797,PHASE_1,PHASE_3,PHASE_0,SWITCH,,,0.5,0.3,
260,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,25.139570236206055,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,PHASE_0,,,0.5,0.3,
261,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.268627166748047,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
262,hard_multi,0.20803789193962938,,114.494,0.459465,38.807,0.2106,30,24.051904678344727,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""PHASE_2"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1482,-0.22,0.18,-0.06,-0.0188,0.0361,0.016,0.0263,0.1079,PHASE_1,PHASE_3,PHASE_2,PHASE_0,,,0.5,0.3,
263,hard_multi,0.20803789193962938,,114.494,0.459465,38.807,0.2106,30,21.53611183166504,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""PHASE_2"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1482,-0.22,0.18,-0.06,-0.0188,0.0361,0.016,0.0263,0.1079,PHASE_1,PHASE_3,PHASE_2,PHASE_0,,,0.5,0.3,
264,hard_multi,0.20803789193962938,,114.494,0.459465,38.807,0.2106,30,22.53246307373047,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""PHASE_2"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1482,-0.22,0.18,-0.06,-0.0188,0.0361,0.016,0.0263,0.1079,PHASE_1,PHASE_3,PHASE_2,PHASE_0,,,0.5,0.3,
